novel_id,title,title_eng,synopsis,type,n_chapters,authors,genres,n_volumes,status,score,scored_by,popularty,favorites,year_start,year_finnish,image
148837,Boku ga Aishita Subete no Kimi e,To Every You I've Loved Before,"A heart-tugging story of young love that transcends parallel worlds! Boku ga Aishita Subete no Kimi e and Kimi wo Aishita Hitori no Boku e: two novels, two films, one multiverse. In a world where people regularly travel between slightly different parallel universes, Koyomi Takasaki lives with his mother after his parents' recent divorce. Awkward and studious, he has trouble making friends at his new school, until his classmate Kazune Takigawa seeks him out. She claims that she's moved here from another world where she and Takasaki are lovers... But could he be the one who's actually from a parallel world? (Source: Seven Seas Entertainment)",Novel,10.0,Yomoji Otono,"Romance,Sci-Fi",1.0,Finished,7.38,166.0,13652,15,2016.0,,https://cdn.myanimelist.net/images/manga/3/269126.jpg
122943,Bishounen Series,Pretty Boy Detective Club,"Mayumi Doujima, a second-year student at the exclusive Yubiwa Academy middle school, has lost something—a star she glimpsed just once, ten long years ago. But help is on the way, in the form of the unofficial, secretive, and thoroughly mysterious Pretty Boy Detective Club! Rumored to solve problems within the school (most of which they themselves might as well created) for reasons aesthetic rather than financial, these five gorgeous boys sweep Mayumi into their world of excitement, danger, and overwhelming beauty. (Source: Vertical, edited)",Novel,,"NISIO ISIN,Kinako","Mystery,School,Visual Arts",12.0,Finished,7.35,182.0,11378,30,2015.0,2021.0,https://cdn.myanimelist.net/images/manga/2/243502.jpg
153041,Shousetsu Suzume no Tojimari,Suzume,"Suzume, a 17-year-old girl who lives in a quiet town in Kyushu, encounters a traveling young man who tells her ""I'm looking for a door."" She follows after him and discovers a weathered door in the ruins in the mountains, as if it were the only thing left standing from a collapse. As if drawn by something, Suzume reaches for the door... Before long, doors begin to open one after another in various parts of Japan. As disasters come from the far side of the doors, the open doors must be closed. The stars, the setting sun, and the morning sky—in that place she wandered into, there was a sky that seemingly blended all of time together. Guided by the mysterious doors, Suzume's ""door-locking journey"" begins. (Source: MAL News)",Novel,24.0,Shinkai Makoto,"Fantasy,Mythology",1.0,Finished,7.34,161.0,17372,12,2022.0,,https://cdn.myanimelist.net/images/manga/2/270999.jpg
123936,The Legendary Moonlight Sculptor,,"The Legendary Moonlight Sculptor is the story of a man, Lee Hyun, who is a slave to money. He was formerly known as the legendary God of War of the highly popular MMORPG, Continent of Magic. In an attempt to help his debt-ridden family, he auctions his character to find it sell at ₩3.1 billion. An unfortunate run-up with loan sharks causes Lee Hyun to lose almost all of his money, however. This caused him to step into the new era of gaming led by the first-ever Virtual Reality MMORPG, Royal Road, to help his ailing grandmother and save enough for his sister's future college tuition. (Source: Wikipedia)",Novel,545.0,Nam Heesung,"Action,Adventure,Fantasy,Video Game",58.0,Finished,7.32,135.0,27371,58,2007.0,2020.0,https://cdn.myanimelist.net/images/manga/3/267173.jpg
13585,Rasen,Spiral,"Pathologist Ando is at a low point in his life following his small son's death from drowning and the subsiquent break-up of his marriage. Work is his only escape, and his depressing world of lonliness and regret is shaken up when an old rival from school, Ryuji Takayama, turns up on his slab ready to be dissected. Bizzare things happen during the post mortem that link Ryuji's demise to a series of mysterious deaths. From beyond the grave Ryuji appears to be leading Ando towards a suspicious videotape - could this hold the answer to the riddle of the strange deaths? or is it merely the first clue? When Ando meets Mai, an attractive former student of Ryuji's, his desire to solve the puzzle transcends curiosity and becomes a matter of life or death. SPIRAL is the stunning sequel to the highliy acclaimed RING, and can also be read as a standalone. (Source: Vertical)",Novel,47.0,Suzuki Koji,Horror,1.0,Finished,7.3,226.0,17036,5,1995.0,,https://cdn.myanimelist.net/images/manga/1/270798.jpg
134261,Murazukuri Game no NPC ga Namami no Ningen to shika Omoenai,The NPCs in this Village Sim Game Must Be Real!,"Yoshio is thirty years old, and his life is a mess. A shut-in living with his parents, he has no job, no relationship, and no prospects. When he receives a new sim computer game that boasts characters created with a new kind of A.I., he doesn't think much of it–until he gets drawn into a fantasy world so vibrant and lifelike that its residents can't just be game characters. Suddenly finding himself the benevolent god of a scrappy fantasy village is a lot for Yoshio to handle, but it might be the key to the change he desperately needs. (Source: Seven Seas Entertainment)",Novel,19.0,Hiru Kuma,Fantasy,3.0,Finished,7.29,151.0,23810,18,2019.0,2020.0,https://cdn.myanimelist.net/images/manga/3/254168.jpg
127362,Penguin Highway,Penguin Highway,"I may only be in fourth grade, but I know more than most adults. I take notes every day and read all kinds of books, so I have a solid grasp on the world around me. But suddenly, there are penguins in my town! I know it has something to do with the lady at the dentist and her weird powers, and I'm going to get to the bottom of it... (Source: Yen Press)",Novel,4.0,"Morimi Tomihiko,Kumaori Jun","Fantasy,Sci-Fi",1.0,Finished,7.27,129.0,19041,10,2010.0,,https://cdn.myanimelist.net/images/manga/3/231019.jpg
127213,Mirai no Mirai,Mirai,"Little Kun isn't too happy about the latest addition to his family. With the arrival of a new baby sister in the house, he worries his parents may not love him as much as they used to... But when a teenage girl shows up and tells Kun that she is his sister from the future, it may be that there's more to this new relationship than Kun ever could've dreamed! (Source: Yen Press)",Novel,15.0,Hosoda Mamoru,"Adventure,Drama,Fantasy,Time Travel",1.0,Finished,7.25,120.0,23393,3,2018.0,,https://cdn.myanimelist.net/images/manga/2/230847.jpg
120961,Konyaku Haki kara Hajimaru Akuyaku Reijou no Kangoku Slow Life,Prison Life Is Easy for a Villainess,"During a party one evening in the royal palace, Rachel, the eldest daughter of Duke Ferguson, was reproached by Prince Elliot for sins she didn't remember committing and their engagement was abandoned. Rachel informed everyone she had not committed the acts they were accusing her of, but she was dragged away out of the party venue and thrown into the palace dungeon. And so Rachel thought... ""Hooray for my slow doing-whatever-I-want life! No more queen's education, no more noisy servants—today marks the start of my long vacation!"" Between enjoying all of the preparations she had made for this very occasion and constantly harassing the annoying Prince, Rachel is going to enjoy her slow prison life to the fullest! (Source: Shousetsuka ni Narou, translated)",Novel,46.0,"Nabeshima Tetsuhiro,Yamazaki Hibiki","Comedy,Fantasy,Villainess",2.0,Finished,7.23,226.0,19619,8,2019.0,,https://cdn.myanimelist.net/images/manga/2/248897.jpg
134999,Kakushigoto,I Have a Secret,"Five high school classmates hold secrets close to their hearts—hidden talents, unspoken feelings, and buried pain. As they collide with each other on the path to growing up, they might jostle some of those secrets free. (Source: Seven Seas Entertainment)",Novel,7.0,Sumino Yoru,"Drama,School",1.0,Finished,7.16,207.0,18308,7,2015.0,2016.0,https://cdn.myanimelist.net/images/manga/3/248754.jpg
122883,Joou Heika no Isekai Strategy,Her Majesty's Swarm,"In her first life, she was obsessed with the ""Arachnea,"" a spider-like race in the video game she adored. As an evil-aligned faction, they sought nothing but victory; the more they conquered, the more they grew, using the bodies of their enemies as fuel to multiply and expand the ever-growing swarm. When she awakens, she is in a body younger than her former one and finds herself surrounded by the Arachnea, who call her ""Her Majesty."" She soon realizes that she too is connected to the hivemind, and her precious Arachnea still wish for victory—over who and for what ends, that is unclear, but their lust to win is undeniable. To fulfill their desires, she leads the Arachnea, destroying all who are vile in the world. From the religious zealots who murder those unlike them, to the immoral slavers who deal in the lives of others, none are free from her path of carnage. You can plead, weep, or beg, but she has no mercy—the swarm of the Arachnea lives only for victory and to serve Her Majesty. [Written by MAL Rewrite]",Novel,,"Iwamoto Eiri,Dai-616 Tokubetsu Jouhou Daitai","Action,Fantasy,Isekai,Reincarnation,Video Game",,Publishing,7.07,674.0,8645,35,2018.0,,https://cdn.myanimelist.net/images/manga/1/229572.jpg
118243,Another: Episode S,Another: Episode S,"Summer, 1998. Mei Misaki, age fifteen, has gone with her family to their seaside vacation home. There she meets the ghost of Teruya Sakaki, her classmate from Yomiyama North Middle School Class 3-3 who, like Mei, witnessed the mysterious events that had transpired at the school. There begins an adventure of memory and mystery as they search for the ghost's body and his memories alike. (Source: Yen Press)",Novel,11.0,Ayatsuji Yukito,"Horror,Mystery,Supernatural,Suspense",1.0,Finished,7.04,115.0,26568,4,2013.0,,https://cdn.myanimelist.net/images/manga/1/271126.jpg
125016,"Uchiage Hanabi, Shita kara Miru ka? Yoko kara Miru ka?","Fireworks, Should We See It from the Side or the Bottom?","Does a firework look different depending on the angle it's viewed from? Norimichi lives in a quiet seaside town. On the day of the big summer fireworks display, he agrees to visit the town lighthouse with his childhood friends so they can see the fireworks ""from the side."" That evening, however, Norimichi receives a sudden invitation to ""elope"" with Nazuna, the girl from class he has a secret crush on. The pair's plan fails when Nazuna's mother shows up and drags her daughter away. Hoping to get Nazuna back, Noromichi makes a wish: If only he could get one more try... A miraculous story of young love awaits at the end of a single day repeated. (Source: Yen Press)",Novel,4.0,"Iwai Shunji,Oone Hitoshi","Romance,Sci-Fi",1.0,Finished,6.81,229.0,18454,7,2017.0,,https://cdn.myanimelist.net/images/manga/1/230776.jpg
